Zip,City,State
74136,Tulsa,OK
80624,Gill,CO
75608,Longview,TX
84527,Hiawatha,UT
87004,Bernalillo,NM
88585,El Paso,TX
89028,Laughlin,NV
89883,West Wendover,NV
92405,San Bernardino,CA
03910,York Beach,ME
04410,Bradford,ME
04758,Mars Hill,ME
00906,San Juan,PR
01229,Glendale,MA
01516,Douglas,MA
37305,Beersheba Springs,TN
38384,Toone,TN
04281,South Paris,ME
04657,Meddybemps,ME
06013,Burlington,CT
61345,Neponset,IL
84102,Salt Lake City,UT
86366,Cottonwood,AZ
74727,Boswell,OK
75708,Tyler,TX
76233,Collinsville,TX
77022,Houston,TX
80749,Sedgwick,CO
92301,Adelanto,CA
78589,San Juan,TX
94574,Saint Helena,CA
65262,Kingdom City,MO
67631,Collyer,KS
30248,Locust Grove,GA
08753,Toms River,NJ
11256,Brooklyn,NY
39176,Vaiden,MS
40205,Louisville,KY
11593,Westbury,NY
12177,Tribes Hill,NY
12237,Albany,NY
12578,Salt Point,NY
13651,Henderson Harbor,NY
70080,Paradis,LA
58056,Luverne,ND
58212,Aneta,ND
21792,Unionville,MD
23867,Jarratt,VA
54868,Rice Lake,WI
56398,Saint Cloud,MN
58506,Bismarck,ND
74332,Big Cabin,OK
49726,Drummond Island,MI
49892,Vulcan,MI
30666,Statham,GA
33497,Boca Raton,FL
37303,Athens,TN
39653,Meadville,MS
43789,Sycamore Valley,OH
46763,Laotto,IN
36345,Headland,AL
28362,Marietta,NC
43152,South Bloomingville,OH
29573,Minturn,SC
25375,Charleston,WV
72412,Beech Grove,AR
75086,Plano,TX
70448,Mandeville,LA
70503,Lafayette,LA
70512,Arnaudville,LA
70823,Baton Rouge,LA
24311,Atkins,VA
24815,Berwind,WV
25559,Salt Rock,WV
26572,Four States,WV
27022,Lawsonville,NC
05445,Charlotte,VT
06060,North Granby,CT
06492,Wallingford,CT
04628,Dennysville,ME
05151,Perkinsville,VT
71446,Leesville,LA
72530,Drasco,AR
73724,Canton,OK
49047,Dowagiac,MI
79832,Alpine,TX
80296,Sherrelwood,CO
88040,Hachita,NM
88213,Caprock,NM
89084,North Las Vegas,NV
95439,Fulton,CA
96049,Redding,CA
75942,Doucette,TX
77806,Bryan,TX
67573,Raymond,KS
68382,Lorton,NE
85640,Tumacacori,AZ
38864,Randolph,MS
40328,Gravel Switch,KY
46513,Donaldson,IN
46984,Somerset,IN
64681,Sumner,MO
74466,Tullahassee,OK
75065,Lake Dallas,TX
76035,Cresson,TX
77031,Houston,TX
77094,Houston,TX
77358,New Waverly,TX
80274,Denver,CO
80911,Colorado Springs,CO
84525,Green River,UT
62078,Patterson,IL
62278,Red Bud,IL
57104,Sioux Falls,SD
58257,Mayville,ND
58489,Venturia,ND
59035,Yellowtail,MT
79457,Lubbock,TX
80021,Broomfield,CO
62840,Frankfort Heights,IL
63015,Catawissa,MO
63025,Eureka,MO
63301,Saint Charles,MO
63384,Wellsville,MO
72416,Bono,AR
70128,New Orleans,LA
70562,New Iberia,LA
24028,Roanoke,VA
24373,Seven Mile Ford,VA
25004,Ameagle,WV
25350,Charleston,WV
25961,Crichton,WV
13603,Watertown,NY
15123,West Mifflin,PA
15462,Melcroft,PA
15695,Wyano,PA
31727,Brookfield,GA
33070,Tavernier,FL
33660,Tampa,FL
20142,Round Hill,VA
11423,Hollis,NY
27946,Hobbsville,NC
17604,Lancaster,PA
18636,Noxen,PA
19640,Reading,PA
12492,West Kill,NY
55395,Winsted,MN
36547,Gulf Shores,AL
38565,Grimsley,TN
07849,Lake Hopatcong,NJ
17935,Girardville,PA
01718,Village Of Nagog Woods,MA
02887,Warwick,RI
04046,Kennebunkport,ME
04865,West Rockport,ME
75499,Savoy,TX
66769,Redfield,KS
67065,Isabel,KS
67868,Pierceville,KS
68981,Upland,NE
72137,Rose Bud,AR
43325,Iberia,OH
63061,Luebbering,MO
70126,New Orleans,LA
71857,Prescott,AR
26544,Pentress,WV
27616,Raleigh,NC
54344,Green Bay,WI
54554,Phelps,WI
54813,Barronett,WI
45414,Dayton,OH
45711,Amesville,OH
47978,Rensselaer,IN
47340,Farmland,IN
13205,Syracuse,NY
13784,Harford,NY
05836,East Hardwick,VT
06757,Kent,CT
81323,Dolores,CO
84337,Tremonton,UT
02104,Boston,MA
94649,Oakland,CA
29015,Blair,SC
95014,Cupertino,CA
95021,Gilroy,CA
26351,Glenville,WV
27405,Greensboro,NC
10006,New York,NY
40077,Westport,KY
53152,New Munster,WI
38007,Bogota,TN
56245,Hanley Falls,MN
17019,Dillsburg,PA
48437,Genesee,MI
17076,Oakland Mills,PA
17229,Hustontown,PA
45459,Dayton,OH
20206,Washington,DC
20784,Hyattsville,MD
20472,Washington,DC
06063,Pleasant Valley,CT
14787,Westfield,NY
15902,Johnstown,PA
12844,Kattskill Bay,NY
23072,Hayes,VA
02128,Boston,MA
03276,Tilton,NH
02650,North Chatham,MA
80439,Evergreen,CO
10604,West Harrison,NY
11373,Elmhurst,NY
92337,Fontana,CA
18969,Telford,PA
93062,Simi Valley,CA
19110,Philadelphia,PA
88003,Las Cruces,NM
88345,Ruidoso,NM
32567,Laurel Hill,FL
76676,Penelope,TX
46733,Decatur,IN
77844,College Station,TX
26519,Albright,WV
52307,Middle Amana,IA
53780,Madison,WI
27596,Youngsville,NC
67844,Fowler,KS
24317,Cana,VA
60472,Robbins,IL
43441,Lemoyne,OH
47863,New Goshen,IN
57455,Lebanon,SD
98010,Black Diamond,WA
49434,Macatawa,MI
83549,Riggins,ID
06439,Hadlyme,CT
01471,Groton,MA
76252,Muenster,TX
91708,Chino,CA
56551,Henning,MN
95829,Sacramento,CA
59844,Heron,MT
60450,Morris,IL
81321,Cortez,CO
63343,Elsberry,MO
86042,Polacca,AZ
76427,Bryson,TX
54566,Wabeno,WI
76943,Ozona,TX
55598,Loretto,MN
93410,San Luis Obispo,CA
96008,Bella Vista,CA
79762,Odessa,TX
29589,Rains,SC
81137,Ignacio,CO
43619,Northwood,OH
72004,Altheimer,AR
13660,Madrid,NY
38965,Water Valley,MS
12074,Galway,NY
27293,Lexington,NC
05827,Craftsbury Common,VT
27623,Raleigh,NC
16125,Greenville,PA
26147,Grantsville,WV
01355,New Salem,MA
43773,Quaker City,OH
74030,Drumright,OK
28173,Waxhaw,NC
93442,Morro Bay,CA
48427,Deckerville,MI
96122,Portola,CA
97225,Portland,OR
05671,Waterbury,VT
05667,Plainfield,VT
10313,Staten Island,NY
12729,Cuddebackville,NY
13251,Syracuse,NY
21560,Spring Gap,MD
23505,Norfolk,VA
13795,Kirkwood,NY
03604,Drewsville,NH
04864,Warren,ME
15206,Pittsburgh,PA
74871,Stonewall,OK
20203,Washington,DC
78611,Burnet,TX
20238,Washington,DC
79013,Cactus,TX
75959,Milam,TX
98272,Monroe,WA
58762,Newburg,ND
87131,Albuquerque,NM
18212,Ashfield,PA
89509,Reno,NV
27312,Pittsboro,NC
95156,San Jose,CA
11103,Astoria,NY
31001,Abbeville,GA
32129,Port Orange,FL
24124,Narrows,VA
35907,Gadsden,AL
15344,Jefferson,PA
37337,Grandview,TN
38015,Burlison,TN
25985,Sandstone,WV
04624,Corea,ME
04764,Oxbow,ME
38685,Waterford,MS
22150,Springfield,VA
46175,Russellville,IN
24919,Ballengee,WV
28469,Ocean Isle Beach,NC
14205,Buffalo,NY
31047,Kathleen,GA
15535,Clearville,PA
27025,Madison,NC
06538,New Haven,CT
32639,Gulf Hammock,FL
94553,Martinez,CA
80834,Seibert,CO
98025,Hobart,WA
83635,Lake Fork,ID
20212,Washington,DC
76305,Wichita Falls,TX
60664,Chicago,IL
77055,Houston,TX
61438,Good Hope,IL
89039,Cal Nev Ari,NV
79247,Odell,TX
62568,Taylorville,IL
62868,Noble,IL
63961,Qulin,MO
68658,Rising City,NE
67861,Leoti,KS
60056,Mount Prospect,IL
70549,Lake Arthur,LA
71109,Shreveport,LA
73184,Oklahoma City,OK
62967,New Burnside,IL
64109,Kansas City,MO
58646,Mott,ND
78408,Corpus Christi,TX
78548,Grulla,TX
48621,Fairview,MI
59114,Billings,MT
49337,Newaygo,MI
75078,Prosper,TX
38870,Smithville,MS
92191,San Diego,CA
33093,Pompano Beach,FL
95012,Castroville,CA
46604,South Bend,IN
04031,Raymond,ME
38193,Memphis,TN
06910,Stamford,CT
39436,Eastabuchie,MS
31569,Woodbine,GA
62297,Walsh,IL
32603,Gainesville,FL
62828,Dahlgren,IL
14428,Churchville,NY
70440,Mandeville,LA
72438,Leachville,AR
24896,Wolf Pen,WV
74114,Tulsa,OK
79754,Mentone,TX
79988,El Paso,TX
65275,Paris,MO
66616,Topeka,KS
17060,Mill Creek,PA
67838,Deerfield,KS
18324,Bushkill,PA
69348,Hemingford,NE
27408,Greensboro,NC
76871,Richland Springs,TX
33114,Miami,FL
71473,Sikes,LA
71659,Moscow,AR
80133,Palmer Lake,CO
73569,Terral,OK
89018,Indian Springs,NV
83604,Bruneau,ID
85348,Salome,AZ
98294,Sultan,WA
99676,Talkeetna,AK
95534,Cutten,CA
95974,Richvale,CA
97116,Forest Grove,OR
50665,Parkersburg,IA
67737,Grainfield,KS
69046,Wilsonville,NE
53004,Belgium,WI
59772,Bozeman,MT
15957,Strongstown,PA
16677,Sandy Ridge,PA
17762,Picture Rocks,PA
13154,South Butler,NY
76537,Jarrell,TX
78651,McNeil,TX
60948,Loda,IL
60968,Thawville,IL
61849,Homer,IL
63114,Saint Louis,MO
68445,Swanton,NE
69219,Nenzel,NE
65270,Moberly,MO
66835,Americus,KS
84621,Axtell,UT
72633,Everton,AR
73550,Hollis,OK
39109,Madden,MS
16738,Lewis Run,PA
40816,Chappell,KY
30630,Crawford,GA
45304,Arcanum,OH
23628,Newport News,VA
24444,Iron Gate,VA
24486,Weyers Cave,VA
24836,Gary,WV
17702,Williamsport,PA
18507,Moosic,PA
08641,Trenton,NJ
10196,New York,NY
28582,Stella,NC
28740,Greenmountain,NC
29388,Woodruff,SC
13420,Old Forge,NY
27009,Belews Creek,NC
27916,Aydlett,NC
53064,North Lake,WI
53599,Woodford,WI
38485,Waynesboro,TN
08553,Rocky Hill,NJ
01034,Granville,MA
01820,Pinehurst,MA
02295,Boston,MA
14621,Rochester,NY
04336,Augusta,ME
04363,Windsor,ME
04855,Port Clyde,ME
88531,El Paso,TX
89052,Henderson,NV
98245,Eastsound,WA
98571,Pacific Beach,WA
73768,Ringwood,OK
75083,Richardson,TX
75944,Etoile,TX
65205,Columbia,MO
65630,Chestnutridge,MO
85280,Tempe,AZ
76180,North Richland Hills,TX
76884,Valera,TX
77222,Houston,TX
60932,East Lynn,IL
71302,Alexandria,LA
71472,Sieper,LA
72025,Casa,AR
35677,Waterloo,AL
35975,Groveoak,AL
50331,Des Moines,IA
48183,Trenton,MI
48316,Utica,MI
22740,Sperryville,VA
23416,Oak Hall,VA
07019,East Orange,NJ
45656,Oak Hill,OH
54547,Mercer,WI
15680,Salina,PA
16157,Wampum,PA
16654,Huntingdon,PA
17093,Summerdale,PA
20636,Hollywood,MD
21648,Madison,MD
22946,Keene,VA
04473,Orono,ME
04616,Brooklin,ME
06490,Southport,CT
06748,Oxford,CT
07027,Garwood,NJ
08861,Perth Amboy,NJ
10996,West Point,NY
25508,Chapmanville,WV
26155,New Martinsville,WV
30105,Armuchee,GA
11801,Hicksville,NY
12745,Hortonville,NY
13029,Brewerton,NY
26743,New Creek,WV
17812,Beaver Springs,PA
75926,Apple Springs,TX
76255,Nocona,TX
83630,Huston,ID
84754,Monroe,UT
65580,Vichy,MO
66046,Lawrence,KS
17318,Emigsville,PA
03750,Etna,NH
03851,Milton,NH
04859,Spruce Head,ME
05074,Thetford,VT
07751,Morganville,NJ
20402,Washington,DC
21750,Hancock,MD
21853,Princess Anne,MD
23938,Dundas,VA
24088,Ferrum,VA
75026,Plano,TX
75692,Waskom,TX
77871,Normangee,TX
96813,Honolulu,HI
87567,Santa Cruz,NM
88031,Deming,NM
88422,Gladstone,NM
89177,Las Vegas,NV
89496,Fallon,NV
98041,Bothell,WA
93463,Solvang,CA
91051,Pasadena,CA
91186,Pasadena,CA
92190,San Diego,CA
92806,Anaheim,CA
78598,Port Mansfield,TX
78708,Austin,TX
79170,Amarillo,TX
49325,Freeport,MI
24146,Redwood,VA
01114,Springfield,MA
65608,Ava,MO
67495,Tipton,KS
59107,Billings,MT
60188,Carol Stream,IL
98190,Seattle,WA
67355,Niotaze,KS
68062,Thurston,NE
76939,Knickerbocker,TX
77553,Galveston,TX
78206,San Antonio,TX
78938,Ellinger,TX
79064,Olton,TX
79324,Enochs,TX
92149,San Diego,CA
92375,Redlands,CA
92816,Anaheim,CA
93771,Fresno,CA
80271,Denver,CO
80908,Colorado Springs,CO
75118,Elmo,TX
84105,Salt Lake City,UT
65735,Quincy,MO
72934,Chester,AR
46349,Lake Village,IN
46863,Fort Wayne,IN
47501,Washington,IN
47836,Bridgeton,IN
48238,Detroit,MI
40724,Bush,KY
41215,Denver,KY
41815,Ermine,KY
42377,West Louisville,KY
59008,Belfry,MT
60092,Libertyville,IL
60911,Ashkum,IL
61458,Maquon,IL
61477,Smithfield,IL
62394,Equality,IL
63623,Belleview,MO
55428,Minneapolis,MN
56035,Geneva,MN
54139,Lena,WI
49649,Kingsley,MI
49797,Waters,MI
03602,Alstead,NH
06117,W Hartford,CT
17251,Roxbury,PA
24407,Staunton,VA
25306,Charleston,WV
21784,Sykesville,MD
22066,Great Falls,VA
26323,Anmoore,WV
28704,Arden,NC
11769,Oakdale,NY
11952,Mattituck,NY
77515,Angleton,TX
77521,Baytown,TX
77639,Orangefield,TX
78590,San Perlita,TX
79063,Nazareth,TX
79077,Samnorwood,TX
53046,Lannon,WI
64505,Saint Joseph,MO
66667,Topeka,KS
68317,Bennet,NE
56579,Rothsay,MN
62834,Emma,IL
72149,Searcy,AR
73106,Oklahoma City,OK
73433,Elmore City,OK
73449,Mead,OK
75091,Sherman,TX
31766,Morgan,GA
15733,De Lancey,PA
16501,Erie,PA
11741,Holbrook,NY
13438,Remsen,NY
14513,Newark,NY
18012,Aquashicola,PA
18352,Reeders,PA
19442,Kimberton,PA
76935,Christoval,TX
77098,Houston,TX
78016,Devine,TX
84086,Woodruff,UT
64641,Galt,MO
64701,Harrisonville,MO
68461,Walton,NE
68701,Norfolk,NE
86411,Hackberry,AZ
78350,Dinero,TX
79968,El Paso,TX
71612,White Hall,AR
72341,Haynes,AR
91426,Encino,CA
90245,El Segundo,CA
10542,Mahopac Falls,NY
59434,East Glacier Park,MT
51654,Thurman,IA
53210,Milwaukee,WI
38066,Rossville,TN
28564,New Bern,NC
29363,Lake View,SC
29432,Branchville,SC
13731,Andes,NY
15047,Greenock,PA
23354,Franktown,VA
43251,Columbus,OH
43953,Steubenville,OH
44087,Twinsburg,OH
44416,Ellsworth,OH
97525,Gold Hill,OR
61878,Thomasboro,IL
62281,Saint Jacob,IL
62414,Beecher City,IL
63140,Saint Louis,MO
45766,New Marshfield,OH
50120,Haverhill,IA
41150,Jacobs,KY
34773,Saint Cloud,FL
39357,Louisville,MS
40324,Georgetown,KY
40729,East Bernstadt,KY
90071,Los Angeles,CA
97044,Odell,OR
97484,Tiller,OR
04944,Hinckley,ME
05148,Londonderry,VT
06330,Baltic,CT
06511,New Haven,CT
01582,Westborough,MA
02045,Hull,MA
29587,Myrtle Beach,SC
30068,Marietta,GA
47959,Monon,IN
38663,Ripley,MS
22734,Remington,VA
32276,Jacksonville,FL
28619,Drexel,NC
31301,Allenhurst,GA
34473,Ocala,FL
34778,Winter Garden,FL
35285,Birmingham,AL
50575,Pomeroy,IA
53132,Franklin,WI
23062,Gloucester Point,VA
53570,Monticello,WI
54470,Rib Lake,WI
49737,Good Hart,MI
40161,Rhodelia,KY
50551,Jolley,IA
32960,Vero Beach,FL
56243,Grove City,MN
36274,Roanoke,AL
57540,Holabird,SD
37019,Belfast,TN
47362,New Castle,IN
06701,Waterbury,CT
66542,Tecumseh,KS
28788,Webster,NC
62901,Carbondale,IL
12057,Eagle Bridge,NY
55009,Cannon Falls,MN
20787,Hyattsville,MD
98195,Seattle,WA
14410,Adams Basin,NY
33843,Frostproof,FL
93015,Fillmore,CA
37825,New Tazewell,TN
57725,Caputa,SD
99750,Kivalina,AK
62265,New Baden,IL
79549,Snyder,TX
61440,Industry,IL
71454,Montgomery,LA
49644,Irons,MI
82002,Cheyenne,WY
54640,Lynxville,WI
85619,Mount Lemmon,AZ
99335,Kahlotus,WA
92384,Shoshone,CA
68790,Winside,NE
77235,Houston,TX
65756,Stotts City,MO
74010,Bristow,OK
73735,Drummond,OK
74101,Tulsa,OK
74869,Sparks,OK
74440,Hoyt,OK
77281,Houston,TX
50102,Garden City,IA
50301,Des Moines,IA
50396,Des Moines,IA
53237,Milwaukee,WI
55380,Silver Creek,MN
63044,Bridgeton,MO
38382,Trenton,TN
63785,Whitewater,MO
39739,Brooksville,MS
54540,Land O Lakes,WI
61931,Humboldt,IL
56033,Frost,MN
70155,New Orleans,LA
50333,Des Moines,IA
83705,Boise,ID
48446,Lapeer,MI
85601,Arivaca,AZ
44836,Green Springs,OH
78254,San Antonio,TX
50380,Des Moines,IA
80211,Denver,CO
13666,Newton Falls,NY
89114,Las Vegas,NV
17362,Spring Grove,PA
94287,Sacramento,CA
30333,Atlanta,GA
92627,Costa Mesa,CA
25705,Huntington,WV
08108,Collingswood,NJ
11386,Ridgewood,NY
99777,Tanana,AK
20769,Glenn Dale,MD
36323,Elba,AL
23050,Dutton,VA
29353,Jonesville,SC
38132,Memphis,TN
12090,Hoosick Falls,NY
39563,Moss Point,MS
18340,Millrift,PA
40730,Emlyn,KY
18356,Shawnee On Delaware,PA
92072,Santee,CA
02021,Canton,MA
94065,Redwood City,CA
18974,Warminster,PA
99033,Tekoa,WA
19310,Atglen,PA
02725,Somerset,MA
32793,Winter Park,FL
19940,Delmar,DE
57070,Viborg,SD
13692,Thousand Island Park,NY
43072,Saint Paris,OH
14720,Celoron,NY
44501,Youngstown,OH
32814,Orlando,FL
32720,Deland,FL
25967,Hines,WV
32941,Melbourne,FL
20067,Washington,DC
50309,Des Moines,IA
20629,Dowell,MD
50454,Little Cedar,IA
22033,Fairfax,VA
53259,Milwaukee,WI
17744,Linden,PA
48173,Rockwood,MI
12770,Pond Eddy,NY
38021,Crockett Mills,TN
38365,Pickwick Dam,TN
28330,Cordova,NC
46530,Granger,IN
65111,Jefferson City,MO
46620,South Bend,IN
74431,Dewar,OK
80476,Silver Plume,CO
76163,Fort Worth,TX
61738,El Paso,IL
76207,Denton,TX
48834,Fenwick,MI
55304,Andover,MN
55422,Minneapolis,MN
29079,Lydia,SC
29390,Duncan,SC
29446,Green Pond,SC
30018,Jersey,GA
30093,Norcross,GA
30417,Claxton,GA
30627,Carlton,GA
19061,Marcus Hook,PA
13650,Henderson,NY
14219,Buffalo,NY
14872,Pine Valley,NY
16406,Conneautville,PA
33762,Clearwater,FL
23887,Valentines,VA
24246,East Stone Gap,VA
24962,Pence Springs,WV
04343,East Winthrop,ME
08345,Newport,NJ
08802,Asbury,NJ
10286,New York,NY
12230,Albany,NY
05907,Norton,VT
07834,Denville,NJ
93604,Bass Lake,CA
54969,Readfield,WI
55328,Delano,MN
55578,Maple Plain,MN
45238,Cincinnati,OH
45242,Cincinnati,OH
13697,Winthrop,NY
14063,Fredonia,NY
30218,Gay,GA
31814,Louvale,GA
32782,Titusville,FL
32889,Orlando,FL
33265,Miami,FL
33651,Tampa,FL
20594,Washington,DC
21227,Halethorpe,MD
29048,Eutawville,SC
33960,Venus,FL
34265,Arcadia,FL
35602,Decatur,AL
28026,Concord,NC
28213,Charlotte,NC
03242,Henniker,NH
03815,Center Strafford,NH
04467,Olamon,ME
08562,Wrightstown,NJ
02167,Chestnut Hill,MA
02475,Arlington Heights,MA
02601,Hyannis,MA
40446,Lancaster,KY
45743,Long Bottom,OH
46214,Indianapolis,IN
35761,New Market,AL
35951,Albertville,AL
35959,Cedar Bluff,AL
30502,Chestnut Mountain,GA
90265,Malibu,CA
92555,Moreno Valley,CA
93006,Ventura,CA
54645,Mount Sterling,WI
64761,Leeton,MO
65024,Chamois,MO
74842,Fittstown,OK
75087,Rockwall,TX
79918,El Paso,TX
57534,Hamill,SD
70011,Metairie,LA
70776,Saint Gabriel,LA
71465,Olla,LA
84511,Blanding,UT
97758,Riley,OR
98359,Olalla,WA
99217,Spokane,WA
80309,Boulder,CO
80807,Burlington,CO
83101,Kemmerer,WY
89570,Reno,NV
30336,Atlanta,GA
30821,Norwood,GA
37037,Christiana,TN
37727,Del Rio,TN
39425,Brooklyn,MS
40508,Lexington,KY
44617,Charm,OH
45879,Paulding,OH
32417,Panama City,FL
32935,Melbourne,FL
95321,Groveland,CA
98589,Tenino,WA
85922,Blue,AZ
85939,Taylor,AZ
81076,Sugar City,CO
97264,Chiloquin,OR
00213,Portsmouth,NH
01971,Salem,MA
37745,Greeneville,TN
38160,Metcalfe,MS
38241,Palmersville,TN
40202,Louisville,KY
40266,Louisville,KY
53056,Merton,WI
54861,Odanah,WI
55311,Osseo,MN
43727,Chandlersville,OH
44695,Bowerston,OH
44817,Bloomdale,OH
50226,Polk City,IA
41053,Kenton,KY
42061,Lowes,KY
60031,Gurnee,IL
62511,Atwater,IL
63560,Pollock,MO
48141,Inkster,MI
48377,Novi,MI
48391,Walled Lake,MI
32168,New Smyrna Beach,FL
33138,Miami,FL
21561,Swanton,MD
21682,Ridgely,MD
22553,Spotsylvania,VA
15065,Natrona Heights,PA
17347,Mount Wolf,PA
13090,Liverpool,NY
13757,East Meredith,NY
14413,Alton,NY
25024,Bloomingrose,WV
25160,Pond Gap,WV
18327,Delaware Water Gap,PA
19473,Schwenksville,PA
27605,Raleigh,NC
27866,Pleasant Hill,NC
28684,Todd,NC
29665,Newry,SC
95978,Stirling City,CA
98052,Redmond,WA
17358,Rossville,PA
17959,New Philadelphia,PA
32794,Maitland,FL
34985,Port Saint Lucie,FL
24556,Goode,VA
25722,Huntington,WV
27053,Westfield,NC
28021,Cherryville,NC
28164,Stanley,NC
28338,Ellerbe,NC
30284,Sunny Side,GA
30328,Atlanta,GA
30452,Register,GA
11360,Bayside,NY
02762,Plainville,MA
02915,Riverside,RI
03833,Exeter,NH
03896,Wolfeboro Falls,NH
70952,Youngsville,LA
72662,Omaha,AR
72739,Hiwasse,AR
48464,Otter Lake,MI
48634,Linwood,MI
48745,Mikado,MI
50864,Villisca,IA
78879,Rio Frio,TX
79789,Wink,TX
79836,Clint,TX
80525,Fort Collins,CO
80610,Ault,CO
80934,Colorado Springs,CO
91372,Calabasas,CA
91396,Winnetka,CA
94245,Sacramento,CA
89835,Wells,NV
90293,Playa Del Rey,CA
95431,Eldridge,CA
96756,Koloa,HI
97312,Salem,OR
75403,Greenville,TX
68061,Tekamah,NE
84745,La Verkin,UT
38856,Marietta,MS
46285,Indianapolis,IN
66018,De Soto,KS
67491,Windom,KS
68925,Ayr,NE
78108,Cibolo,TX
85501,Globe,AZ
61625,Peoria,IL
62224,Mascoutah,IL
62358,Niota,IL
57044,Meckling,SD
57451,Ipswich,SD
57650,Ralph,SD
79181,Amarillo,TX
79257,Silverton,TX
79978,El Paso,TX
63447,La Belle,MO
73053,Lookeba,OK
23651,Fort Monroe,VA
14215,Buffalo,NY
15329,Prosperity,PA
15909,Johnstown,PA
17048,Lykens,PA
31192,Atlanta,GA
32612,Gainesville,FL
32801,Orlando,FL
20226,Washington,DC
22404,Fredericksburg,VA
22853,Timberville,VA
08242,Rio Grande,NJ
11042,New Hyde Park,NY
27849,Lewiston Woodville,NC
28269,Charlotte,NC
18603,Berwick,PA
29047,Elloree,SC
29369,Moore,SC
30090,Marietta,GA
36748,Linden,AL
37074,Hartsville,TN
37874,Sweetwater,TN
08344,Newfield,NJ
11542,Glen Cove,NY
17880,Swengel,PA
18218,Coaldale,PA
02188,Weymouth,MA
75315,Dallas,TX
77373,Spring,TX
66549,Westmoreland,KS
67545,Hudson,KS
74361,Pryor,OK
75157,Rosser,TX
42413,Hanson,KY
62865,Mulkeytown,IL
63178,Saint Louis,MO
26684,Pool,WV
28581,Stacy,NC
54550,Montreal,WI
55704,Askov,MN
45648,Lucasville,OH
46402,Gary,IN
18956,Rushland,PA
19104,Philadelphia,PA
20578,Washington,DC
49412,Fremont,MI
53170,Silver Lake,WI
80121,Littleton,CO
80915,Colorado Springs,CO
84335,Smithfield,UT
85613,Fort Huachuca,AZ
85707,Tucson,AZ
95914,Bangor,CA
79174,Amarillo,TX
88203,Roswell,NM
88519,El Paso,TX
21647,Mcdaniel,MD
23284,Richmond,VA
24115,Martinsville,VA
07474,Wayne,NJ
13156,Sterling,NY
08237,Maurice River,NJ
18015,Bethlehem,PA
01378,Warwick,MA
37847,Pioneer,TN
32643,High Springs,FL
32940,Melbourne,FL
33012,Hialeah,FL
33024,Hollywood,FL
33128,Miami,FL
33733,Saint Petersburg,FL
45741,Langsville,OH
46692,Noble,IN
34713,Clermont,FL
26629,Little Birch,WV
26711,Capon Bridge,WV
27855,Murfreesboro,NC
27959,Nags Head,NC
28088,Landis,NC
28385,Salemburg,NC
25270,Reedy,WV
25650,Verner,WV
43217,Columbus,OH
28448,Kelly,NC
30025,Social Circle,GA
97828,Enterprise,OR
80293,Denver,CO
83822,Oldtown,ID
84404,Ogden,UT
84765,Santa Clara,UT
84781,Pine Valley,UT
85541,Payson,AZ
75420,Brashear,TX
77005,Houston,TX
78164,Yorktown,TX
78616,Dale,TX
67017,Benton,KS
68945,Heartwell,NE
68977,Stamford,NE
59910,Big Arm,MT
49839,Grand Marais,MI
51106,Sioux City,IA
53177,Sturtevant,WI
53511,Beloit,WI
54217,Luxemburg,WI
45249,Cincinnati,OH
46305,Granger,IN
47169,Washington,IN
55436,Minneapolis,MN
48062,Richmond,MI
30011,Auburn,GA
41519,Canada,KY
44116,Rocky River,OH
44509,Youngstown,OH
33882,Winter Haven,FL
36752,Lowndesboro,AL
38571,Crossville,TN
23417,Onancock,VA
23876,Rawlings,VA
24095,Goodview,VA
27332,Sanford,NC
32059,Lee,FL
26102,Parkersburg,WV
32904,Melbourne,FL
33141,Miami Beach,FL
33764,Clearwater,FL
72364,Marion,AR
73129,Oklahoma City,OK
73549,Headrick,OK
82336,Wamsutter,WY
85299,Gilbert,AZ
93633,Kings Canyon National Pk,CA
94020,La Honda,CA
95119,San Jose,CA
95404,Santa Rosa,CA
95426,Cobb,CA
95452,Kenwood,CA
95525,Blue Lake,CA
95735,Twin Bridges,CA
96796,Waimea,HI
15661,Loyalhanna,PA
16660,McConnellstown,PA
17049,McAlisterville,PA
17129,Harrisburg,PA
06095,Windsor,CT
06127,W Hartford,CT
12309,Schenectady,NY
19087,Wayne,PA
20660,Morganza,MD
24381,Woodlawn,VA
22727,Madison,VA
23106,Manquin,VA
23821,Alberta,VA
03773,Newport,NH
00773,Luquillo,PR
00936,San Juan,PR
78008,Campbellton,TX
81154,South Fork,CO
82715,Four Corners,WY
95570,Trinidad,CA
98021,Bothell,WA
91307,West Hills,CA
92132,San Diego,CA
92416,San Bernardino,CA
98848,Quincy,WA
30251,Luthersville,GA
32095,Saint Augustine,FL
44693,Deersville,OH
46566,Sidney,IN
47327,Cambridge City,IN
47390,Union City,IN
42741,Glens Fork,KY
43551,Perrysburg,OH
04351,Manchester,ME
01503,Berlin,MA
22095,Herndon,VA
23690,Yorktown,VA
17084,Reedsville,PA
32174,Ormond Beach,FL
32193,Welaka,FL
16143,Pulaski,PA
10162,New York,NY
91358,Thousand Oaks,CA
91896,Alhambra,CA
92652,Laguna Beach,CA
93794,Fresno,CA
95726,Pollock Pines,CA
97450,Langlois,OR
98140,Seattle,WA
99403,Clarkston,WA
87063,Willard,NM
20431,Washington,DC
21283,Baltimore,MD
21540,Luke,MD
